id,Direcci�n_,Colonia_y/,Nivel_m�ni,Nivel_m�xi,Total_de_e,Total_de_0,Mecanismo_,Origen_de_,Sistema_af,Tipo_de_si,Valor_de_p,Fuente,Municipio,Registro_d,Registro_0,Con_regist,Promedio_d,Evaluaci�n,Acciones_d,Acciones_0,Nivel_de_p,Nivel_de_r,Fecha_de_i,layer,path,NOMBRE,x,y
SRI-315,Av. �vila Camacho & Reforma,Puente de Huisquilco,S/D,10 cm,,,Est�tica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 14/04/2023 con personal de Ecolog�a y Medio Ambiente, Gesti�n Integral de la Ciudad y la Unidad de PCyB del municipio de Zapotlanejo",Zapotlanejo,S/D,S/D,no,,,Sin acciones,Limpieza y desazolve en boca de tormenta,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOTLANEJO,701140.854,2280994.920
SRI-1,Av. Patria & Av. Crist�bal Col�n,Paso a desnivel de Patria,20 cm,70 cm,Al menos 1 vez,"6",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668212.710,2281601.023
SRI-6,Av. 8 de Julio & Washington,Paso a desnivel 8 de Julio,50 cm,2 m,Al menos 1 vez,"11",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,671199.200,2285173.919
SRI-9,Av. Adolfo L�pez Mateos Nte. & Calle Colomos,Paso a desnivel de la glorieta Col�n,5 cm,1.50 m,Al menos 1 vez,"13",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,669326.117,2289182.223
SRI-14,Anillo Perif�rico Ote. & Artesanos,Retorno subterr�neo,20 cm,70 cm,Al menos 1 vez,"7",Est�tica,Pluvial,V�a p�blica en retorno,Nuevo,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,677216.200,2291271.512
SRI-17,Av. Gobernador Luis G. Curiel & Av. Washington,Paso a desnivel de la Calz. Independencia,10 cm,60 cm,Al menos 1 vez,"6",Est�tica,Pluvial,V�a p�blica en paso a desnivel y Sistema del macrob�s,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,671680.530,2284887.220
SRI-24,Av. Enrique D�az de Le�n Nte. & Av. Cvln. Divisi�n del Nte.,Paso a desnivel de Enrique D�az,15 cm,1.50 m,Al menos 1 vez,"11",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,670762.710,2290676.023
SRI-28,H�roes Ferrocarrileros & Chicago,Paso a desnivel H�roes Ferrocarrileros,5 cm,2 m,Al menos 1 vez,"12",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672115.855,2284654.035
SRI-29,Calle Roble & Washington,Paso a desnivel Roble,15 cm,1.50 m,Al menos 1 vez,"10",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,670109.906,2285599.677
SRI-34,Av. Hidalgo y Costilla & Humboldt,Paso a desnivel de Hidalgo,30 cm,1 m,Al menos 1 vez,"14",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672551.182,2287331.509
SRI-35,Av. Inglaterra & Av. Ni�os H�roes,Paso a desnivel Ni�os H�roes,10 cm,6 m,Al menos 1.5 veces,"17",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668837.710,2286101.023
SRI-39,Av. Crist�bal Col�n & Washington,Paso a desnivel de Col�n,8 cm,2 m,Al menos 2 veces,"20",Est�tica,Pluvial,V�a p�blica en paso a desnivel y Sistema del tren urbano,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,671037.710,2285376.023
SRI-47,Calz. L�zaro C�rdenas Pte. & Av. Mariano Otero,Glorieta Arcos del Milenio,20 cm,2 m,Al menos 4 veces,"42",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668362.710,2285301.023
SRI-52,Av. Plan de San Luis & Av. Jorge �lvarez del Castillo,Paso a desnivel de Plan de San Luis,10 cm,40 cm,Al menos 2 veces,"20",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,669723.701,2289512.101
SRI-65,Javier Mina & Calz. Independencia,Paso a desnivel San Juan de Dios,10 cm,80 cm,Al menos 1.5 veces,"15",Est�tica,Pluvial,V�a p�blica en paso a desnivel,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672730.378,2287104.978
SRI-2,Calz. L�zaro C�rdenas Ote. & Calle Rotonda,Frente al Parque del Dean,15 cm,40 cm,Al menos 1 vez,"6",Est�tica,Falla de infraestructura,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672437.710,2283026.023
SRI-3,Calle 1 y Av. Gobernador Luis G. Curiel hasta la Calle 3,Frente al motel,20 cm,1 m,Al menos 4 veces,"47",Est�tica,Pluvial,V�a p�blica y sistema del macrob�s,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,671737.710,2283176.023
SRI-4,Calle 2 & Calle 11,Colonia el Ferrocarril,15 cm,80 cm,Al menos 1 vez,"6",Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672612.710,2283701.023
SRI-5,Chicalote & Av. del Mercado,Frente al parque Central de Abastos,10 cm,40 cm,Al menos 1 vez,"5",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668711.668,2284547.358
SRI-7,Calz. Independencia Sur & Ni�os H�roes,Frente a Walmart de 16 de Septiembre,5 cm,80 cm,Al menos 1 vez,"5",Est�tica,Pluvial,"V�a p�blica, sistema de macrob�s y edificio comercial",Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672062.710,2285776.023
SRI-8,Salvador Quevedo y Zubieta,Centro M�dico de Occidente,5 cm,20 cm,Al menos 1 vez,"5",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,673937.710,2287976.023
SRI-10,Av. Cvln. Divisi�n del Nte. & Paseo Ote.,Parque Hundido,15 cm,1 m,Al menos 1 vez,"11",Est�tica,Falla de infraestructura,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,670976.612,2290624.162
SRI-11,Av. Patria & Antofagasta,Antofagasta,10 cm,30 cm,Al menos 1 vez,"5",Din�mica,Fluvial,V�a p�blica,Nuevo,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668112.710,2290926.023
SRI-12,Calz. Independencia Nte. & Calle Igualdad,Calz. Independencia Nte. & Calle Igualdad,7 cm,80 cm,Al menos 1 vez,"5",Din�mica,Pluvial,V�a p�blica y sistema del macrob�s,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,674676.518,2291053.325
SRI-13,Av. de la Cruz & Calle Justicia,Col. La Federacha,1 m,2 m,Al menos 1 vez,"5",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,675512.710,2291051.023
SRI-15,Calz. L�zaro C�rdenas Ote. & de la G�ndola,Frente al Parque del Dean,10 cm,1 m,Al menos 1 vez,"6",Est�tica,Falla de infraestructura,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672237.710,2283151.023
SRI-16,Lateral L�zaro C�rdenas y la Calle 11 hasta la Calle 14,Colonia El Dean,20 cm,80 cm,Al menos 1.5 veces,"23",Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,671912.710,2283176.023
SRI-18,Calle Corregidora y Av. Revoluci�n hasta el Blvd. Gral. Marcelino Garc�a Barrag�n,Prepa 12 y la Escuela Polit�cnica UdeG,10 cm,1 m,Al menos 1.5 veces,"17",Est�tica,Pluvial,V�a p�blica,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,674087.710,2285151.023
SRI-19,Av. Montevideo & Av. de las Am�ricas,A un costado del parque Country Club,60 cm,1 m,Al menos 1 vez,"6",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,669037.710,2290401.023
SRI-20,Av. Malec�n & Camino Antiguo al Rosario,Parque Solidaridad Sur,20 cm,1.20 m,Al menos 1 vez,"7",Din�mica,Pluvial,V�a p�blica y comercio,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,679937.710,2283926.023
SRI-21,Av. Artesanos & Av. Jos� Mar�a Iglesias,Colonia Plutarco El�as Calles,15 cm,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,677667.631,2287741.981
SRI-22,Calle Hacienda Ci�nega de Mata & Albino Corzo �ngel,Colonia San Jos� R�o Verde,10 cm,2 m,Al menos 1 vez,"8",Din�mica,Fluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,678655.566,2289460.529
SRI-25,Calle Higuerillas hasta la Calle Antonio Espinoza,A un costado del parque del Dean,20 cm,1 m,Al menos 2 veces,"26",Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672112.710,2282801.023
SRI-26,Calle Trigo & Chicalote,Chicalote,20 cm,70 cm,Al menos 1 vez,"10",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668287.710,2284451.023
SRI-27,Av. 8 de Julio & Av. Miguel L�pez de Legaspi,Frente a Bodega Aurrera,5 cm,1.20 m,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,670187.710,2282601.023
SRI-30,Calle Josefa Ortiz de Dom�nguez & Felipe �ngeles,Col. Progreso,10 cm,1 m,Al menos 1 vez,"12",Est�tica,Pluvial,"V�a p�blica, comercio y viviendas",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,676687.710,2286451.023
SRI-31,Av. Malec�n y Calle Rublo hasta Peso,A un costado del parque Solidaridad,10 cm,70 cm,Al menos 1.5 veces,"17",Din�mica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,680219.655,2286618.496
SRI-32,Priv. R�o Tuxcueca & R�o Tizap�n,R�o Tizap�n,30 cm,1 m,Al menos 1 vez,"19",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,673343.921,2283772.596
SRI-33,Calle Manuel de Falla & Hilaria R�os,Colonia Tetl�n,10 cm,60 cm,Al menos 1.5 veces,"16",Est�tica,Pluvial,"V�a p�blica, escuela y viviendas",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,679080.142,2285341.388
SRI-36,Calz. del Ejercito & Calz. Jes�s Gonz�lez Gallo,Calz. del Ejercito & Calz. Jes�s Gonz�lez Gallo,15 cm,1.20 m,Al menos 1.5 veces,"16",Est�tica,Pluvial,V�a p�blica,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,673243.528,2284476.880
SRI-37,Av. Manuel Mar�a Ponce & Calle Gigantes,Frente a la base 4 de PCyB GDL,3 cm,1.50 m,Al menos 1.5 veces,"17",Est�tica,Pluvial,"V�a p�blica, edificio p�blico y vivienda",Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,677825.151,2285618.232
SRI-38,Hacienda Ci�nega de Mata & Calle Hacienda de Tala,Hacienda Ci�nega de Mata & Calle Hacienda de Tala,1 cm,1.20 m,Al menos 2 veces,"19",Din�mica,Pluvial,V�a p�blica,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,678662.710,2288851.023
SRI-40,Av. Cvln. Divisi�n del Nte. & F�lix Palavicini,Glorieta de Transito,10 cm,1.20 m,Al menos 2 veces,"21",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,672084.593,2290365.204
SRI-41,Av. Ni�os H�roes & Av. de los Arcos,Av. Ni�os H�roes & Av. de los Arcos,5 cm,1 m,Al menos 2 veces,"27",Est�tica,Pluvial,V�a p�blica,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668237.703,2286087.136
SRI-42,Calle Lope de Vega & Av. Inglaterra,Lope de Vega,20 cm,1.50 m,Al menos 2 veces,"28",Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,668737.710,2286151.023
SRI-43,Av. de las Rosas & Av. Faro,Unidad habitacional Mariano Otero,15 cm,2 m,Al menos 3 veces,"32",Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,667826.204,2284546.661
SRI-44,Calle Europa & Av. del Parque,El Hormiguero,15 cm,1.20 m,Al menos 3 veces,"30",Est�tica,Pluvial,"V�a p�blica, vivienda y comercio",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,GUADALAJARA,676962.710,2284626.023
